,DBN,School Name,Grade,Year,Category,Number Tested,Mean Scale Score,# Level 1, % Level 1,# Level 2,% Level 2,# Level 3,% Level 3,# Level 4,% Level 4,# Level 3+4,% Level 3+4
285,02M347,The 47 American Sign Language & English Lower Scho,6,2018,All Students,5,s,s,s,s,s,s,s,s,s,s,s
286,02M347,The 47 American Sign Language & English Lower Scho,7,2018,All Students,10,604,1,10.0,5,50.0,3,30.0,1,10.0,4,40.0
287,02M347,The 47 American Sign Language & English Lower Scho,8,2018,All Students,6,601,0,0.0,3,50.0,3,50.0,0,0.0,3,50.0
289,02M397,Spruce Street School,3,2018,All Students,52,622,0,0.0,6,11.5,28,53.8,18,34.6,46,88.5
290,02M397,Spruce Street School,4,2018,All Students,41,623,1,2.4,2,4.9,11,26.8,27,65.9,38,92.7
291,02M397,Spruce Street School,5,2018,All Students,44,617,1,2.3,12,27.3,18,40.9,13,29.5,31,70.5
292,02M397,Spruce Street School,6,2018,All Students,61,611,7,11.5,6,9.8,16,26.2,32,52.5,48,78.7
293,02M397,Spruce Street School,7,2018,All Students,58,611,6,10.3,13,22.4,20,34.5,19,32.8,39,67.2
294,02M397,Spruce Street School,8,2018,All Students,53,617,0,0.0,6,11.3,21,39.6,26,49.1,47,88.7
296,02M407,Institute for Collaborative Education,6,2018,All Students,10,612,2,20.0,0,0.0,1,10.0,7,70.0,8,80.0
297,02M407,Institute for Collaborative Education,7,2018,All Students,5,s,s,s,s,s,s,s,s,s,s,s
298,02M407,Institute for Collaborative Education,8,2018,All Students,9,s,s,s,s,s,s,s,s,s,s,s
300,02M408,Professional Performing Arts High School,6,2018,All Students,40,614,2,5.0,7,17.5,7,17.5,24,60.0,31,77.5
301,02M408,Professional Performing Arts High School,7,2018,All Students,23,617,2,8.7,3,13.0,7,30.4,11,47.8,18,78.3
302,02M408,Professional Performing Arts High School,8,2018,All Students,16,626,0,0.0,0,0.0,1,6.3,15,93.8,16,100.0
304,02M413,School of the Future High School,6,2018,All Students,93,608,6,6.5,26,28.0,28,30.1,33,35.5,61,65.6
305,02M413,School of the Future High School,7,2018,All Students,98,611,4,4.1,33,33.7,46,46.9,15,15.3,61,62.2
306,02M413,School of the Future High School,8,2018,All Students,76,614,1,1.3,15,19.7,27,35.5,33,43.4,60,78.9
308,02M422,Quest to Learn,6,2018,All Students,47,599,17,36.2,9,19.1,10,21.3,11,23.4,21,44.7
309,02M422,Quest to Learn,7,2018,All Students,56,601,9,16.1,25,44.6,17,30.4,5,8.9,22,39.3
310,02M422,Quest to Learn,8,2018,All Students,76,601,11,14.5,29,38.2,23,30.3,13,17.1,36,47.4
312,02M442,"Ballet Tech, NYC Public School for Dance",4,2018,All Students,33,615,1,3.0,7,21.2,12,36.4,13,39.4,25,75.8
313,02M442,"Ballet Tech, NYC Public School for Dance",5,2018,All Students,37,621,0,0.0,5,13.5,12,32.4,20,54.1,32,86.5
314,02M442,"Ballet Tech, NYC Public School for Dance",6,2018,All Students,20,619,0,0.0,2,10.0,4,20.0,14,70.0,18,90.0
315,02M442,"Ballet Tech, NYC Public School for Dance",7,2018,All Students,22,615,1,4.5,3,13.6,12,54.5,6,27.3,18,81.8
316,02M442,"Ballet Tech, NYC Public School for Dance",8,2018,All Students,24,616,0,0.0,5,20.8,6,25.0,13,54.2,19,79.2
318,02M527,P.S. 527 - East Side School for Social Action,3,2018,All Students,53,615,1,1.9,8,15.1,33,62.3,11,20.8,44,83.0
319,02M527,P.S. 527 - East Side School for Social Action,4,2018,All Students,48,625,0,0.0,0,0.0,15,31.3,33,68.8,48,100.0
320,02M527,P.S. 527 - East Side School for Social Action,5,2018,All Students,48,620,0,0.0,9,18.8,16,33.3,23,47.9,39,81.3
322,02M655,Life Sciences Secondary School,6,2018,All Students,7,599,1,14.3,3,42.9,3,42.9,0,0.0,3,42.9
323,02M655,Life Sciences Secondary School,7,2018,All Students,11,603,1,9.1,6,54.5,3,27.3,1,9.1,4,36.4
324,02M655,Life Sciences Secondary School,8,2018,All Students,12,596,2,16.7,7,58.3,3,25.0,0,0.0,3,25.0
326,02M896,Lower Manhattan Community Middle School,6,2018,All Students,118,606,13,11.0,33,28.0,30,25.4,42,35.6,72,61.0
327,02M896,Lower Manhattan Community Middle School,7,2018,All Students,115,612,5,4.3,31,27.0,53,46.1,26,22.6,79,68.7
328,02M896,Lower Manhattan Community Middle School,8,2018,All Students,111,609,7,6.3,16,14.4,55,49.5,33,29.7,88,79.3
330,02M933,City Knoll Middle School,6,2018,All Students,61,592,26,42.6,17,27.9,8,13.1,10,16.4,18,29.5
331,02M933,City Knoll Middle School,7,2018,All Students,75,598,22,29.3,32,42.7,16,21.3,5,6.7,21,28.0
332,02M933,City Knoll Middle School,8,2018,All Students,67,602,7,10.4,27,40.3,17,25.4,16,23.9,33,49.3
334,03M009,P.S. 009 Sarah Anderson,3,2018,All Students,101,612,0,0.0,19,18.8,70,69.3,12,11.9,82,81.2
335,03M009,P.S. 009 Sarah Anderson,4,2018,All Students,87,622,2,2.3,9,10.3,23,26.4,53,60.9,76,87.4
336,03M009,P.S. 009 Sarah Anderson,5,2018,All Students,86,619,7,8.1,15,17.4,23,26.7,41,47.7,64,74.4
338,03M054,J.H.S. 054 Booker T. Washington,6,2018,All Students,269,620,13,4.8,10,3.7,38,14.1,208,77.3,246,91.4
339,03M054,J.H.S. 054 Booker T. Washington,7,2018,All Students,285,626,8,2.8,14,4.9,72,25.3,191,67.0,263,92.3
340,03M054,J.H.S. 054 Booker T. Washington,8,2018,All Students,264,620,8,3.0,21,8.0,55,20.8,180,68.2,235,89.0
342,03M075,P.S. 075 Emily Dickinson,3,2018,All Students,92,600,17,18.5,23,25.0,47,51.1,5,5.4,52,56.5
343,03M075,P.S. 075 Emily Dickinson,4,2018,All Students,80,598,14,17.5,31,38.8,24,30.0,11,13.8,35,43.8
344,03M075,P.S. 075 Emily Dickinson,5,2018,All Students,72,604,18,25.0,21,29.2,24,33.3,9,12.5,33,45.8
346,03M076,P.S. 076 A. Philip Randolph,3,2018,All Students,32,591,10,31.3,13,40.6,9,28.1,0,0.0,9,28.1
347,03M076,P.S. 076 A. Philip Randolph,4,2018,All Students,48,585,25,52.1,17,35.4,5,10.4,1,2.1,6,12.5
348,03M076,P.S. 076 A. Philip Randolph,5,2018,All Students,38,589,20,52.6,13,34.2,5,13.2,0,0.0,5,13.2
349,03M076,P.S. 076 A. Philip Randolph,6,2018,All Students,44,589,18,40.9,15,34.1,9,20.5,2,4.5,11,25.0
350,03M076,P.S. 076 A. Philip Randolph,7,2018,All Students,45,594,16,35.6,16,35.6,12,26.7,1,2.2,13,28.9
351,03M076,P.S. 076 A. Philip Randolph,8,2018,All Students,45,596,8,17.8,21,46.7,13,28.9,3,6.7,16,35.6
353,03M084,P.S. 084 Lillian Weber,3,2018,All Students,91,612,9,9.9,14,15.4,41,45.1,27,29.7,68,74.7
354,03M084,P.S. 084 Lillian Weber,4,2018,All Students,77,613,7,9.1,12,15.6,27,35.1,31,40.3,58,75.3
355,03M084,P.S. 084 Lillian Weber,5,2018,All Students,71,605,20,28.2,16,22.5,17,23.9,18,25.4,35,49.3
357,03M087,P.S. 087 William Sherman,3,2018,All Students,145,617,2,1.4,15,10.3,97,66.9,31,21.4,128,88.3
358,03M087,P.S. 087 William Sherman,4,2018,All Students,142,619,2,1.4,22,15.5,39,27.5,79,55.6,118,83.1
359,03M087,P.S. 087 William Sherman,5,2018,All Students,108,619,5,4.6,22,20.4,29,26.9,52,48.1,81,75.0
361,03M145,"P.S. 145, The Bloomingdale School",3,2018,All Students,49,585,21,42.9,18,36.7,10,20.4,0,0.0,10,20.4
362,03M145,"P.S. 145, The Bloomingdale School",4,2018,All Students,42,586,17,40.5,16,38.1,9,21.4,0,0.0,9,21.4
363,03M145,"P.S. 145, The Bloomingdale School",5,2018,All Students,45,593,23,51.1,11,24.4,8,17.8,3,6.7,11,24.4
365,03M149,P.S. 149 Sojourner Truth,3,2018,All Students,26,582,12,46.2,11,42.3,3,11.5,0,0.0,3,11.5
366,03M149,P.S. 149 Sojourner Truth,4,2018,All Students,16,585,8,50.0,6,37.5,2,12.5,0,0.0,2,12.5
367,03M149,P.S. 149 Sojourner Truth,5,2018,All Students,17,586,11,64.7,5,29.4,1,5.9,0,0.0,1,5.9
368,03M149,P.S. 149 Sojourner Truth,6,2018,All Students,27,591,13,48.1,7,25.9,4,14.8,3,11.1,7,25.9
369,03M149,P.S. 149 Sojourner Truth,7,2018,All Students,25,598,8,32.0,9,36.0,7,28.0,1,4.0,8,32.0
370,03M149,P.S. 149 Sojourner Truth,8,2018,All Students,25,592,6,24.0,12,48.0,6,24.0,1,4.0,7,28.0
372,03M163,P.S. 163 Alfred E. Smith,3,2018,All Students,85,606,7,8.2,23,27.1,48,56.5,7,8.2,55,64.7
373,03M163,P.S. 163 Alfred E. Smith,4,2018,All Students,98,607,8,8.2,30,30.6,33,33.7,27,27.6,60,61.2
374,03M163,P.S. 163 Alfred E. Smith,5,2018,All Students,82,613,14,17.1,18,22.0,22,26.8,28,34.1,50,61.0
376,03M165,P.S. 165 Robert E. Simon,3,2018,All Students,61,601,10,16.4,18,29.5,29,47.5,4,6.6,33,54.1
377,03M165,P.S. 165 Robert E. Simon,4,2018,All Students,68,604,12,17.6,17,25.0,20,29.4,19,27.9,39,57.4
378,03M165,P.S. 165 Robert E. Simon,5,2018,All Students,80,605,21,26.3,24,30.0,19,23.8,16,20.0,35,43.8
379,03M165,P.S. 165 Robert E. Simon,6,2018,All Students,33,595,10,30.3,11,33.3,8,24.2,4,12.1,12,36.4
380,03M165,P.S. 165 Robert E. Simon,7,2018,All Students,41,585,25,61.0,8,19.5,7,17.1,1,2.4,8,19.5
381,03M165,P.S. 165 Robert E. Simon,8,2018,All Students,44,590,15,34.1,15,34.1,12,27.3,2,4.5,14,31.8
383,03M166,P.S. 166 The Richard Rodgers School of The Arts an,3,2018,All Students,85,627,1,1.2,4,4.7,36,42.4,44,51.8,80,94.1
384,03M166,P.S. 166 The Richard Rodgers School of The Arts an,4,2018,All Students,90,622,2,2.2,5,5.6,28,31.1,55,61.1,83,92.2
385,03M166,P.S. 166 The Richard Rodgers School of The Arts an,5,2018,All Students,91,619,10,11.0,13,14.3,23,25.3,45,49.5,68,74.7
387,03M180,P.S. 180 Hugo Newman,3,2018,All Students,47,594,13,27.7,19,40.4,11,23.4,4,8.5,15,31.9
388,03M180,P.S. 180 Hugo Newman,4,2018,All Students,45,600,8,17.8,19,42.2,9,20.0,9,20.0,18,40.0
389,03M180,P.S. 180 Hugo Newman,5,2018,All Students,51,598,17,33.3,17,33.3,13,25.5,4,7.8,17,33.3
390,03M180,P.S. 180 Hugo Newman,6,2018,All Students,32,592,13,40.6,10,31.3,6,18.8,3,9.4,9,28.1
391,03M180,P.S. 180 Hugo Newman,7,2018,All Students,48,599,13,27.1,17,35.4,13,27.1,5,10.4,18,37.5
392,03M180,P.S. 180 Hugo Newman,8,2018,All Students,52,599,6,11.5,22,42.3,20,38.5,4,7.7,24,46.2
394,03M191,The Riverside School for Makers and Artists,3,2018,All Students,46,596,10,21.7,12,26.1,21,45.7,3,6.5,24,52.2
395,03M191,The Riverside School for Makers and Artists,4,2018,All Students,36,594,9,25.0,12,33.3,9,25.0,6,16.7,15,41.7
396,03M191,The Riverside School for Makers and Artists,5,2018,All Students,24,585,18,75.0,2,8.3,4,16.7,0,0.0,4,16.7
397,03M191,The Riverside School for Makers and Artists,6,2018,All Students,60,595,22,36.7,12,20.0,18,30.0,8,13.3,26,43.3
398,03M191,The Riverside School for Makers and Artists,7,2018,All Students,52,593,23,44.2,20,38.5,6,11.5,3,5.8,9,17.3
399,03M191,The Riverside School for Makers and Artists,8,2018,All Students,28,591,8,28.6,14,50.0,5,17.9,1,3.6,6,21.4
401,03M199,P.S. 199 Jessie Isador Straus,3,2018,All Students,159,621,2,1.3,20,12.6,74,46.5,63,39.6,137,86.2
402,03M199,P.S. 199 Jessie Isador Straus,4,2018,All Students,144,621,4,2.8,14,9.7,35,24.3,91,63.2,126,87.5
403,03M199,P.S. 199 Jessie Isador Straus,5,2018,All Students,127,625,2,1.6,21,16.5,25,19.7,79,62.2,104,81.9
405,03M208,The Alain L. Locke Magnet School for Environmental,3,2018,All Students,39,593,10,25.6,14,35.9,14,35.9,1,2.6,15,38.5
406,03M208,The Alain L. Locke Magnet School for Environmental,4,2018,All Students,35,594,7,20.0,18,51.4,8,22.9,2,5.7,10,28.6
407,03M208,The Alain L. Locke Magnet School for Environmental,5,2018,All Students,41,591,20,48.8,11,26.8,9,22.0,1,2.4,10,24.4
409,03M241,STEM Institute of Manhattan,3,2018,All Students,20,594,5,25.0,10,50.0,4,20.0,1,5.0,5,25.0
410,03M241,STEM Institute of Manhattan,4,2018,All Students,27,596,6,22.2,12,44.4,6,22.2,3,11.1,9,33.3
411,03M241,STEM Institute of Manhattan,5,2018,All Students,16,592,6,37.5,7,43.8,3,18.8,0,0.0,3,18.8
413,03M242,P.S. 242 - The Young Diplomats Magnet Academy,3,2018,All Students,23,592,4,17.4,15,65.2,3,13.0,1,4.3,4,17.4
414,03M242,P.S. 242 - The Young Diplomats Magnet Academy,4,2018,All Students,20,589,8,40.0,8,40.0,3,15.0,1,5.0,4,20.0
415,03M242,P.S. 242 - The Young Diplomats Magnet Academy,5,2018,All Students,26,605,7,26.9,6,23.1,5,19.2,8,30.8,13,50.0
417,03M243,M.S. 243 Center School,5,2018,All Students,57,622,1,1.8,6,10.5,24,42.1,26,45.6,50,87.7
418,03M243,M.S. 243 Center School,6,2018,All Students,59,623,0,0.0,2,3.4,7,11.9,50,84.7,57,96.6
419,03M243,M.S. 243 Center School,7,2018,All Students,52,625,0,0.0,1,1.9,19,36.5,32,61.5,51,98.1
420,03M243,M.S. 243 Center School,8,2018,All Students,50,623,0,0.0,2,4.0,11,22.0,37,74.0,48,96.0
422,03M245,M.S. M245 The Computer School,6,2018,All Students,131,615,8,6.1,11,8.4,35,26.7,77,58.8,112,85.5
423,03M245,M.S. M245 The Computer School,7,2018,All Students,125,616,1,0.8,20,16.0,67,53.6,37,29.6,104,83.2
424,03M245,M.S. M245 The Computer School,8,2018,All Students,106,616,3,2.8,12,11.3,37,34.9,54,50.9,91,85.8
426,03M247,M.S. M247 Dual Language Middle School,6,2018,All Students,47,598,11,23.4,15,31.9,14,29.8,7,14.9,21,44.7
427,03M247,M.S. M247 Dual Language Middle School,7,2018,All Students,65,604,8,12.3,22,33.8,30,46.2,5,7.7,35,53.8
428,03M247,M.S. M247 Dual Language Middle School,8,2018,All Students,56,603,7,12.5,15,26.8,21,37.5,13,23.2,34,60.7
430,03M250,M.S. 250 West Side Collaborative Middle School,6,2018,All Students,48,596,15,31.3,18,37.5,10,20.8,5,10.4,15,31.3
431,03M250,M.S. 250 West Side Collaborative Middle School,7,2018,All Students,52,591,22,42.3,23,44.2,6,11.5,1,1.9,7,13.5
432,03M250,M.S. 250 West Side Collaborative Middle School,8,2018,All Students,50,597,10,20.0,22,44.0,13,26.0,5,10.0,18,36.0
434,03M256,Lafayette Academy,6,2018,All Students,37,603,12,32.4,5,13.5,7,18.9,13,35.1,20,54.1
435,03M256,Lafayette Academy,7,2018,All Students,42,609,5,11.9,11,26.2,19,45.2,7,16.7,26,61.9
436,03M256,Lafayette Academy,8,2018,All Students,40,594,9,22.5,15,37.5,13,32.5,3,7.5,16,40.0
438,03M258,Community Action School - MS 258,6,2018,All Students,71,597,18,25.4,29,40.8,15,21.1,9,12.7,24,33.8
439,03M258,Community Action School - MS 258,7,2018,All Students,66,605,9,13.6,26,39.4,24,36.4,7,10.6,31,47.0
440,03M258,Community Action School - MS 258,8,2018,All Students,46,605,3,6.5,18,39.1,14,30.4,11,23.9,25,54.3
442,03M291,West End Secondary School,6,2018,All Students,99,613,6,6.1,13,13.1,24,24.2,56,56.6,80,80.8
443,03M291,West End Secondary School,7,2018,All Students,94,617,1,1.1,13,13.8,51,54.3,29,30.9,80,85.1
444,03M291,West End Secondary School,8,2018,All Students,117,615,1,0.9,17,14.5,41,35.0,58,49.6,99,84.6
446,03M333,P.S. 333 Manhattan School for Children,3,2018,All Students,91,613,3,3.3,15,16.5,54,59.3,19,20.9,73,80.2
447,03M333,P.S. 333 Manhattan School for Children,4,2018,All Students,91,619,4,4.4,8,8.8,30,33.0,49,53.8,79,86.8
448,03M333,P.S. 333 Manhattan School for Children,5,2018,All Students,82,615,4,4.9,23,28.0,25,30.5,30,36.6,55,67.1
449,03M333,P.S. 333 Manhattan School for Children,6,2018,All Students,56,610,5,8.9,9,16.1,18,32.1,24,42.9,42,75.0
450,03M333,P.S. 333 Manhattan School for Children,7,2018,All Students,51,613,2,3.9,13,25.5,24,47.1,12,23.5,36,70.6
451,03M333,P.S. 333 Manhattan School for Children,8,2018,All Students,43,608,1,2.3,11,25.6,19,44.2,12,27.9,31,72.1
453,03M334,The Anderson School,3,2018,All Students,50,630,0,0.0,1,2.0,21,42.0,28,56.0,49,98.0
454,03M334,The Anderson School,4,2018,All Students,53,632,1,1.9,0,0.0,5,9.4,47,88.7,52,98.1
455,03M334,The Anderson School,5,2018,All Students,53,631,0,0.0,1,1.9,11,20.8,41,77.4,52,98.1
456,03M334,The Anderson School,6,2018,All Students,55,625,0,0.0,3,5.5,5,9.1,47,85.5,52,94.5
457,03M334,The Anderson School,7,2018,All Students,62,634,0,0.0,0,0.0,8,12.9,54,87.1,62,100.0
458,03M334,The Anderson School,8,2018,All Students,74,626,1,1.4,2,2.7,9,12.2,62,83.8,71,95.9
460,03M415,Wadleigh Secondary School for the Performing & Vis,6,2018,All Students,25,596,9,36.0,8,32.0,5,20.0,3,12.0,8,32.0
461,03M415,Wadleigh Secondary School for the Performing & Vis,7,2018,All Students,20,596,7,35.0,8,40.0,5,25.0,0,0.0,5,25.0
462,03M415,Wadleigh Secondary School for the Performing & Vis,8,2018,All Students,12,593,3,25.0,5,41.7,4,33.3,0,0.0,4,33.3
464,03M421,West Prep Academy,6,2018,All Students,45,596,11,24.4,20,44.4,7,15.6,7,15.6,14,31.1
465,03M421,West Prep Academy,7,2018,All Students,60,602,8,13.3,28,46.7,21,35.0,3,5.0,24,40.0
466,03M421,West Prep Academy,8,2018,All Students,64,605,5,7.8,17,26.6,30,46.9,12,18.8,42,65.6
468,03M452,P.S. 452,3,2018,All Students,28,612,2,7.1,6,21.4,14,50.0,6,21.4,20,71.4
469,03M452,P.S. 452,4,2018,All Students,46,628,0,0.0,0,0.0,8,17.4,38,82.6,46,100.0
470,03M452,P.S. 452,5,2018,All Students,41,617,4,9.8,10,24.4,12,29.3,15,36.6,27,65.9
472,03M859,Special Music School,3,2018,All Students,11,629,0,0.0,0,0.0,5,45.5,6,54.5,11,100.0
473,03M859,Special Music School,4,2018,All Students,14,636,0,0.0,0,0.0,3,21.4,11,78.6,14,100.0
474,03M859,Special Music School,5,2018,All Students,15,633,0,0.0,1,6.7,0,0.0,14,93.3,14,93.3
475,03M859,Special Music School,6,2018,All Students,12,630,0,0.0,0,0.0,0,0.0,12,100.0,12,100.0
476,03M859,Special Music School,7,2018,All Students,12,631,0,0.0,0,0.0,3,25.0,9,75.0,12,100.0
477,03M859,Special Music School,8,2018,All Students,14,629,0,0.0,0,0.0,2,14.3,12,85.7,14,100.0
479,03M860,Frederick Douglass Academy II Secondary School,6,2018,All Students,11,592,4,36.4,4,36.4,3,27.3,0,0.0,3,27.3
480,03M860,Frederick Douglass Academy II Secondary School,7,2018,All Students,16,597,5,31.3,6,37.5,4,25.0,1,6.3,5,31.3
481,03M860,Frederick Douglass Academy II Secondary School,8,2018,All Students,7,593,2,28.6,3,42.9,1,14.3,1,14.3,2,28.6
483,03M862,Mott Hall II,6,2018,All Students,98,607,5,5.1,27,27.6,33,33.7,33,33.7,66,67.3
484,03M862,Mott Hall II,7,2018,All Students,100,614,4,4.0,27,27.0,41,41.0,28,28.0,69,69.0
485,03M862,Mott Hall II,8,2018,All Students,104,611,0,0.0,34,32.7,31,29.8,39,37.5,70,67.3
487,04M007,P.S. 007 Samuel Stern,3,2018,All Students,32,603,4,12.5,11,34.4,14,43.8,3,9.4,17,53.1
488,04M007,P.S. 007 Samuel Stern,4,2018,All Students,30,597,6,20.0,14,46.7,5,16.7,5,16.7,10,33.3
489,04M007,P.S. 007 Samuel Stern,5,2018,All Students,24,609,3,12.5,8,33.3,6,25.0,7,29.2,13,54.2
490,04M007,P.S. 007 Samuel Stern,6,2018,All Students,41,590,15,36.6,13,31.7,11,26.8,2,4.9,13,31.7
491,04M007,P.S. 007 Samuel Stern,7,2018,All Students,40,597,12,30.0,15,37.5,13,32.5,0,0.0,13,32.5
492,04M007,P.S. 007 Samuel Stern,8,2018,All Students,40,594,8,20.0,17,42.5,14,35.0,1,2.5,15,37.5
494,04M012,Tag Young Scholars,3,2018,All Students,63,632,0,0.0,2,3.2,21,33.3,40,63.5,61,96.8
495,04M012,Tag Young Scholars,4,2018,All Students,64,637,0,0.0,0,0.0,8,12.5,56,87.5,64,100.0
496,04M012,Tag Young Scholars,5,2018,All Students,56,630,1,1.8,2,3.6,12,21.4,41,73.2,53,94.6
497,04M012,Tag Young Scholars,6,2018,All Students,78,629,0,0.0,0,0.0,4,5.1,74,94.9,78,100.0
498,04M012,Tag Young Scholars,7,2018,All Students,84,627,1,1.2,5,6.0,24,28.6,54,64.3,78,92.9
499,04M012,Tag Young Scholars,8,2018,All Students,55,625,1,1.8,3,5.5,6,10.9,45,81.8,51,92.7
501,04M037,River East Elementary,3,2018,All Students,33,610,3,9.1,8,24.2,18,54.5,4,12.1,22,66.7
502,04M037,River East Elementary,4,2018,All Students,23,599,5,21.7,5,21.7,9,39.1,4,17.4,13,56.5
503,04M037,River East Elementary,5,2018,All Students,20,604,6,30.0,4,20.0,7,35.0,3,15.0,10,50.0
505,04M038,P.S. 38 Roberto Clemente,3,2018,All Students,33,575,21,63.6,11,33.3,1,3.0,0,0.0,1,3.0
506,04M038,P.S. 38 Roberto Clemente,4,2018,All Students,29,584,12,41.4,13,44.8,3,10.3,1,3.4,4,13.8
507,04M038,P.S. 38 Roberto Clemente,5,2018,All Students,27,595,15,55.6,4,14.8,6,22.2,2,7.4,8,29.6
509,04M050,P.S. 050 Vito Marcantonio,3,2018,All Students,27,581,16,59.3,5,18.5,6,22.2,0,0.0,6,22.2
510,04M050,P.S. 050 Vito Marcantonio,4,2018,All Students,31,590,10,32.3,14,45.2,5,16.1,2,6.5,7,22.6
511,04M050,P.S. 050 Vito Marcantonio,5,2018,All Students,18,589,10,55.6,5,27.8,3,16.7,0,0.0,3,16.7
512,04M050,P.S. 050 Vito Marcantonio,6,2018,All Students,25,586,17,68.0,5,20.0,3,12.0,0,0.0,3,12.0
513,04M050,P.S. 050 Vito Marcantonio,7,2018,All Students,22,592,11,50.0,7,31.8,4,18.2,0,0.0,4,18.2
514,04M050,P.S. 050 Vito Marcantonio,8,2018,All Students,21,591,6,28.6,10,47.6,2,9.5,3,14.3,5,23.8
516,04M057,James Weldon Johnson,3,2018,All Students,80,595,17,21.3,33,41.3,26,32.5,4,5.0,30,37.5
517,04M057,James Weldon Johnson,4,2018,All Students,82,590,28,34.1,32,39.0,16,19.5,6,7.3,22,26.8
518,04M057,James Weldon Johnson,5,2018,All Students,82,593,37,45.1,20,24.4,21,25.6,4,4.9,25,30.5
519,04M057,James Weldon Johnson,6,2018,All Students,88,591,40,45.5,21,23.9,19,21.6,8,9.1,27,30.7
520,04M057,James Weldon Johnson,7,2018,All Students,89,599,23,25.8,43,48.3,18,20.2,5,5.6,23,25.8
521,04M057,James Weldon Johnson,8,2018,All Students,83,596,16,19.3,36,43.4,20,24.1,11,13.3,31,37.3
523,04M072,The Lexington Academy,3,2018,All Students,60,597,12,20.0,21,35.0,27,45.0,0,0.0,27,45.0
524,04M072,The Lexington Academy,4,2018,All Students,55,590,11,20.0,36,65.5,7,12.7,1,1.8,8,14.5
525,04M072,The Lexington Academy,5,2018,All Students,50,597,19,38.0,19,38.0,8,16.0,4,8.0,12,24.0
526,04M072,The Lexington Academy,6,2018,All Students,60,592,22,36.7,22,36.7,13,21.7,3,5.0,16,26.7
527,04M072,The Lexington Academy,7,2018,All Students,75,594,27,36.0,30,40.0,15,20.0,3,4.0,18,24.0
528,04M072,The Lexington Academy,8,2018,All Students,75,595,12,16.0,40,53.3,19,25.3,4,5.3,23,30.7
530,04M083,P.S. 083 Luis Munoz Rivera,3,2018,All Students,63,604,6,9.5,15,23.8,40,63.5,2,3.2,42,66.7
531,04M083,P.S. 083 Luis Munoz Rivera,4,2018,All Students,71,600,13,18.3,22,31.0,22,31.0,14,19.7,36,50.7
532,04M083,P.S. 083 Luis Munoz Rivera,5,2018,All Students,78,601,28,35.9,24,30.8,12,15.4,14,17.9,26,33.3
534,04M096,P.S. 096 Joseph Lanzetta,3,2018,All Students,31,591,5,16.1,21,67.7,5,16.1,0,0.0,5,16.1
535,04M096,P.S. 096 Joseph Lanzetta,4,2018,All Students,38,587,13,34.2,20,52.6,4,10.5,1,2.6,5,13.2
536,04M096,P.S. 096 Joseph Lanzetta,5,2018,All Students,35,595,16,45.7,13,37.1,3,8.6,3,8.6,6,17.1
537,04M096,P.S. 096 Joseph Lanzetta,6,2018,All Students,38,589,17,44.7,12,31.6,7,18.4,2,5.3,9,23.7
538,04M096,P.S. 096 Joseph Lanzetta,7,2018,All Students,48,586,25,52.1,18,37.5,5,10.4,0,0.0,5,10.4
539,04M096,P.S. 096 Joseph Lanzetta,8,2018,All Students,57,586,24,42.1,24,42.1,7,12.3,2,3.5,9,15.8
541,04M102,P.S. 102 Jacques Cartier,3,2018,All Students,49,598,7,14.3,20,40.8,20,40.8,2,4.1,22,44.9
542,04M102,P.S. 102 Jacques Cartier,4,2018,All Students,42,599,7,16.7,14,33.3,16,38.1,5,11.9,21,50.0
543,04M102,P.S. 102 Jacques Cartier,5,2018,All Students,48,598,17,35.4,20,41.7,6,12.5,5,10.4,11,22.9
545,04M108,P.S. 108 Assemblyman Angelo Del Toro Educational C,3,2018,All Students,28,594,6,21.4,14,50.0,8,28.6,0,0.0,8,28.6
546,04M108,P.S. 108 Assemblyman Angelo Del Toro Educational C,4,2018,All Students,42,590,12,28.6,17,40.5,13,31.0,0,0.0,13,31.0
547,04M108,P.S. 108 Assemblyman Angelo Del Toro Educational C,5,2018,All Students,43,589,24,55.8,11,25.6,6,14.0,2,4.7,8,18.6
548,04M108,P.S. 108 Assemblyman Angelo Del Toro Educational C,6,2018,All Students,54,593,22,40.7,19,35.2,8,14.8,5,9.3,13,24.1
549,04M108,P.S. 108 Assemblyman Angelo Del Toro Educational C,7,2018,All Students,54,595,20,37.0,19,35.2,12,22.2,3,5.6,15,27.8
550,04M108,P.S. 108 Assemblyman Angelo Del Toro Educational C,8,2018,All Students,83,595,18,21.7,37,44.6,24,28.9,4,4.8,28,33.7
552,04M146,P.S. 146 Ann M. Short,3,2018,All Students,39,596,7,17.9,15,38.5,15,38.5,2,5.1,17,43.6
553,04M146,P.S. 146 Ann M. Short,4,2018,All Students,45,592,8,17.8,27,60.0,10,22.2,0,0.0,10,22.2
554,04M146,P.S. 146 Ann M. Short,5,2018,All Students,39,596,14,35.9,14,35.9,10,25.6,1,2.6,11,28.2
