,Ats System Code,Location Code,Location Name,Beds Number,Managed By Name,Location Type Description,School Type,Offers Kindergarten Classes,Has A Pre-K,Grades Offered,Date The School Building Opened,Year The School Building Opened,Age of The School Building,X Coordinate,Y Coordinate,Community District,Council District,Census Tract,Borough Block Lot,NTA,Neighborhood,Principal,Geographical District Code,Admin District Location Code,Lat,Lon,Pre-K Seats Available,Pre-K Applicants,Pre-K offers,Pre-K Admissions Rate,Kindergarten Seats Available,Kindergarten Applicants,Kindergarten offers,Kindergarten Admissions Rate,Grade 6 Seats Available,Grade 6 Applicants,Grade 6 offers,Grade 6 Admissions Rate,Grade 9 Seats Available,Grade 9 Applicants,Grade 9 offers,Grade 9 Admissions Rate, Pre-K Total Enrollment Including Half Day And Full Day,Number of Female Students in Pre-K,Percentage of Female Students in Pre-K,Number of Male Students in Pre-K,Percentage of Male Students in Pre-K,Number of Asian Students in Pre-K,Percentage of Asian Students in Pre-K,Number of Black Students in Pre-K,Percentage of Black Students in Pre-K,Number of Hispanic Students in Pre-K,Percentage of Hispanic Students in Pre-K,Number of Students with a Race listed as Other in Pre-K,Percentage of Students with a Race listed as Other in Pre-K,Number of White Students in Pre-K,Percentage of White Students in Pre-K,Number of K Through 8 Students Who Passed The State English Language Arts Exams,Percentage of K Through 8 Students Who Passed The State English Language Arts Exams,Number of K Through 8 Students Who Passed The State Math Exam,Percentage of K Through 8 Students Who Passed The State Math Exam,Does the Schol Have A Gifted And Talented Program,Total Number of Removals and Suspensions,Kindergarten General Education Average Class Size,Kindergarten Integrated Co-Teaching And Gifted and Talented Average Class Size ,Kindergarten Gifted and Talented Average Class Size ,Kindergarten Integrated Co-Teaching Average Class Size ,Full Time Licensed Pe Teachers,Type of Physical Education Space,Is Physical Education Space Shared With Other Schools,Is the Physical Education Space Inside or Outside,Is Physical Education Space Space Used For Any Other Purpose Beside Physical Education,Does the School have an Auditorium,Does the School have a Library,"Total Number of Teachers, Administrators and Support Staff",Total Expense Budget,PTA Funding,PTA Funding Per Student,Total Enrollment,Number of Students In Grade K,Number of Students In Grade 1,Number of Students In Grade 2,Number of Students In Grade 3,Number of Students In Grade 4,Number of Students In Grade 5,Number of Students In Grade 6,Number of Students In Grade 7,Number of Students In Grade 8,Number of Students In Grade 9,Number of Students In Grade 10,Number of Students In Grade 11,Number of Students In Grade 12,Number of Female Students,Percentage of Female Students,Number of Male Students,Percentage of Male Students,Number of Asian Students,Percentage of Asian Students,Number of Black Students,Percentage of Black Students,Number of Hispanic Students,Percentage of Hispanic Students,Number of Multiple Race Categories Not Represented,Percentage of Multiple Race Categories Not Represented,Number of White Students,Percentage of White Students,Number of Students With Disabilities,Percentage of Students With Disabilities,Number of English Language Learners,Percentage of English Language Learners,Number of Students In Poverty,Percentage of  Students In Poverty,Economic Need Index,Average Daily Breakfast Participation,Average Daily Lunch Participation,Number of Salad Bars,Elementary Admissions Methods,Elementary School Admissions Methods Description,Does the School have a Gifted and Talented Program in Kindergarten,Did The School Make offers To Students Who Live Outside The Zone,Type of Dual Language Programs,Phone Number,Address,Number of Guidance Counselors,Number of Social Workers,Is the School Co Located,How Accessible is the School,All Four Arts Disciplines Provided to Grades 1 through 5
268,11X178,X178,P.S. 178 - Dr. Selman Waksman,321000000000.0,DOE,General Academic,Elementary,Yes,No,"K, 1, 2, 3, 4, 5, SE",7/1/1972,1972,46,1030803,257757,210,12,46201,2051410150,BX13,Co-op City                                                                 ,Deborah Levine,11,X10C,40.874035,-73.83166899999999,No Pre K,No Pre K,No Pre K,No Pre K,75,154,76,49%,No 6th Grade,No 6th Grade,No 6th Grade,No 6th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,50,21%,No,19,15,0,0,20,0,Multi-Purpose Room,Y,Inside,Y,No,Yes,65,"$6,427,289",$0,$0,435,53,66,64,72,90,90,0,0,0,0,0,0,0,205,47%,230,53%,14,3%,257,59%,142,33%,6,1%,16,4%,100,23%,21,5%,350,80%,59%,137,253,0,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,None,718-904-5570,"850 BAYCHESTER AVENUE, BRONX NY 10475",1,1,Yes,Fully Accessible,No
269,11X189,X189,Cornerstone Academy for Social Action,321000000000.0,DOE,General Academic,Elementary,Yes,Yes,"Pre-K, K, 1, 2, 3, 4, 5, SE",7/1/2007,2007,11,1031088,260943,212,12,46202,2052630192,BX13,Co-op City                                                                 ,James Bellon,11,X10C,40.882778,-73.830616,54,102,50,49%,50,123,49,40%,No 6th Grade,No 6th Grade,No 6th Grade,No 6th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,33,18,55%,15,45%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,17,52%,13,39%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,58,34%,58,33%,No,12,20,0,0,0,0,Gymnasium,Y,Inside,N,Yes,Yes,64,"$5,300,834",$0,$0,373,42,59,53,66,62,58,0,0,0,0,0,0,0,186,50%,187,50%,2,1%,184,49%,165,44%,11,3%,11,3%,68,18%,16,4%,329,88%,79%,201,290,2,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,None,718-794-6160,"3441 STEENWICK AVENUE, BRONX NY 10475",1,0,Yes,Fully Accessible,No
270,11X194,X194,P.S./M.S. 194,321000000000.0,DOE,General Academic,K-8,Yes,No,"K, 1, 2, 3, 4, 5, 6, 7, 8, SE",7/1/2003,2003,15,1026700,243677,210,18,9600,2038340070,BX59,Westchester-Unionport                                                      ,Rosa Sifuentes-Rosado,11,X10C,40.835409999999996,-73.846594,No Pre K,No Pre K,No Pre K,No Pre K,125,256,115,45%,Nan,162,Suppressed For Privacy,Suppressed For Privacy,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,338,37%,375,42%,No,75,24,0,0,22,4,Gymnasium,Y,Inside,N,Yes,Yes,132,"$12,500,479",$0,$0,1326,120,115,129,132,159,151,191,167,162,0,0,0,0,648,49%,678,51%,481,36%,79,6%,659,50%,32,2%,75,6%,191,14%,260,20%,1062,80%,84%,81,1068,2,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,None,718-892-5270,"2365 WATERBURY AVENUE, BRONX NY 10462",2,1,Yes,Fully Accessible,No
271,11X357,X357,Young Voices Academy of the Bronx,321000000000.0,DOE,General Academic,Elementary,Yes,Yes,"Pre-K, K, 1, 2, 3, 4, SE",7/1/2013,2013,5,1022011,250515,211,13,22800,2042930031,BX49,Pelham Parkway                                                             ,Nadia Cruz-Perez,11,X10C,40.854423,-73.863733,36,291,36,12%,75,338,75,22%,No 6th Grade,No 6th Grade,No 6th Grade,No 6th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,34,15,44%,19,56%,6,18%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,19,56%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,9,26%,52,46%,52,46%,No,0,23,0,0,22,0,Multi-Purpose Room,Y,Inside,Y,No,No,44,"$3,959,709",$0,$0,347,68,62,65,64,54,0,0,0,0,0,0,0,0,151,44%,196,56%,38,11%,27,8%,229,66%,3,1%,50,14%,45,13%,70,20%,293,84%,77%,255,255,1,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,N,None,718-794-4080,"800 LYDIG AVENUE, BRONX NY 10462",1,0,Yes,Fully Accessible,No
272,11X481,X481,The STEAM Bridge School,321000000000.0,DOE,General Academic,Elementary,Yes,No,"K, 1, 2, SE",7/1/2015,2015,3,1021465,246624,211,13,23800,0,BX37,Van Nest-Morris Park-Westchester Square                                    ,Katiria Rojas,11,X10C,40.843531,-73.865498,No Pre K,No Pre K,No Pre K,No Pre K,75,225,66,29%,No 6th Grade,No 6th Grade,No 6th Grade,No 6th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,Nan,Nan,Nan,Nan,No,0,22,0,0,19,1,Gym/Auditorium,Y,Inside,Y,No,No,23,"$2,191,521",$0,$0,164,63,58,43,0,0,0,0,0,0,0,0,0,0,83,51%,81,49%,12,7%,24,15%,103,63%,2,1%,23,14%,24,15%,47,29%,143,87%,85%,48,122,1,Non-Zoned,No preference for kids who live in the zone,No,No Data,None,718-239-5660,"1684 WHITE PLAINS ROAD, BRONX NY 10462",0,0,Yes,Partially Accessible,No
273,11X483,X483,The Matilda Avenue School,321000000000.0,DOE,General Academic,Elementary,Yes,No,"K, 1, 2",7/1/2015,2015,3,1024500,267726,212,11,41400,0,BX62,Woodlawn-Wakefield                                                         ,Maria Cioffi,11,X10C,40.901436,-73.85440200000001,No Pre K,No Pre K,No Pre K,No Pre K,50,138,46,33%,No 6th Grade,No 6th Grade,No 6th Grade,No 6th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,Nan,Nan,Nan,Nan,No,Redacted For Privacy Concerns,24,0,0,0,1,Gym/Auditorium,Y,Inside,Y,No,No,19,"$1,601,232",$0,$0,125,47,45,33,0,0,0,0,0,0,0,0,0,0,57,46%,68,54%,7,6%,57,46%,42,34%,8,6%,11,9%,13,10%,9,7%,105,84%,76%,102,96,1,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,None,718-325-4360,"4520 MATILDA AVENUE, BRONX NY 10470",No Data,No Data,Yes,Not Accessible,Yes
274,11X498,X498,P.S./M.S. 11X498 - VAN NEST ACADEMY,321000000000.0,DOE,General Academic,K-8,Yes,No,"K, 1, 2, 3, 4, 5, 6, 7, 8, SE",7/1/2010,2010,8,1023541,247174,211,13,24400,2040910001,BX37,Van Nest-Morris Park-Westchester Square                                    ,Carol Ann Gilligan,11,X10C,40.845023,-73.857989,No Pre K,No Pre K,No Pre K,No Pre K,50,299,46,15%,89,602,95,0.157807309,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,223,50%,230,51%,No,31,22,0,0,25,1,Gymnasium,Y,Inside,N,Yes,Yes,71,"$6,469,523",$0,$0,636,52,57,61,61,62,62,95,91,95,0,0,0,0,301,47%,335,53%,47,7%,76,12%,404,64%,7,1%,102,16%,141,22%,43,7%,478,75%,69%,84,345,2,Non-Zoned,No preference for kids who live in the zone,No,No Data,None,718-409-3001,"1640 BRONXDALE AVE, BRONX NY 10462",1,0,Yes,Fully Accessible,No
275,11X567,X567,Linden Tree Elementary School,321000000000.0,DOE,General Academic,Elementary,Yes,Yes,"Pre-K, K, 1, 2, 3, 4, 5, SE",7/1/2012,2012,6,1024869,244894,209,18,22200,2039480055,BX46,Parkchester                                                                ,Lisa Debonis,11,X10C,40.838759,-73.85320300000001,18,183,18,10%,50,254,60,24%,No 6th Grade,No 6th Grade,No 6th Grade,No 6th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,19,12,63%,7,37%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,12,63%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,46,24%,41,21%,No,7,27,0,0,27,1,Multi-Purpose Classroom,Y,Inside,Y,No,No,55,"$4,603,603",$0,$0,407,55,71,64,69,50,79,0,0,0,0,0,0,0,200,49%,207,51%,67,16%,61,15%,257,63%,9,2%,13,3%,86,21%,115,28%,309,76%,81%,183,302,1,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,N,None,718-239-7401,"1560 PURDY STREET, BRONX NY 10462",2,0,Yes,Fully Accessible,No
276,12X006,X006,P.S. 006 West Farms,321000000000.0,DOE,General Academic,Elementary,Yes,Yes,"Pre-K, K, 1, 2, 3, 4, 5, SE",7/1/1904,1904,114,1016753,245496,206,17,35900,2030050010,BX17,East Tremont                                                               ,Tiawana Perez,12,X812,40.840445,-73.882531,54,136,53,39%,125,170,70,41%,No 6th Grade,No 6th Grade,No 6th Grade,No 6th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,53,23,43%,30,57%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,13,25%,40,75%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,40,18%,33,14%,No,44,16,0,0,0,2,Multi-Purpose Classroom,N,Inside,Y,Yes,Yes,72,"$7,290,198",$0,$0,529,74,69,95,77,86,75,0,0,0,0,0,0,0,258,49%,271,51%,4,1%,112,21%,405,77%,3,1%,5,1%,118,22%,64,12%,522,99%,96%,226,407,1,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,None,718-542-7676,"1000 EAST TREMONT AVENUE, BRONX NY 10460",0,1,No,Not Accessible,No
277,12X044,X044,P.S. 044 David C. Farragut,321000000000.0,DOE,General Academic,Elementary,Yes,Yes,"Pre-K, K, 1, 2, 3, 4, 5, SE",7/1/1911,1911,107,1014385,246265,206,17,36902,2029490064,BX17,East Tremont                                                               ,Melissa Harrow,12,X812,40.842564,-73.891086,36,60,21,35%,50,87,44,51%,No 6th Grade,No 6th Grade,No 6th Grade,No 6th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,26,10,38%,16,62%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,16,62%,10,38%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,31,33%,No,6,24,0,0,26,1,Gymnasium,Y,Inside,N,Yes,Yes,44,"$3,882,001",$0,$0,275,50,51,46,39,28,35,0,0,0,0,0,0,0,127,46%,148,54%,0,0%,110,40%,161,59%,2,1%,2,1%,55,20%,46,17%,264,96%,97%,122,238,1,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,None,718-583-2360,"1825 PROSPECT AVENUE, BRONX NY 10457",1,1,Yes,Not Accessible,No
278,12X047,X047,P.S. 047 John Randolph,321000000000.0,DOE,General Academic,Elementary,Yes,No,"K, 1, 2, 3, 4, 5, SE",7/1/1912,1912,106,1021062,242618,209,18,7600,2037860016,BX08,West Farms-Bronx River                                                     ,Thomas Guarnieri,12,X812,40.832529,-73.866974,No Pre K,No Pre K,No Pre K,No Pre K,150,231,156,68%,No 6th Grade,No 6th Grade,No 6th Grade,No 6th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,140,26%,116,21%,No,Redacted For Privacy Concerns,23,0,0,21,1,Gymnasium,N,Inside,N,Yes,Yes,104,"$11,211,190",$0,$0,1075,139,177,192,178,202,187,0,0,0,0,0,0,0,541,50%,534,50%,151,14%,169,16%,698,65%,28,3%,29,3%,196,18%,285,27%,1043,97%,91%,650,727,3,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,None,718-824-0950,"1794 EAST 172 STREET, BRONX NY 10472",0,2,No,Not Accessible,Yes
279,12X057,X057,P.S. 057 Crescent,321000000000.0,DOE,General Academic,Elementary,Yes,Yes,"Pre-K, K, 1, 2, 3, 4, 5, SE",7/1/1921,1921,97,1014963,248519,206,15,37300,2030810026,BX17,East Tremont                                                               ,Mary Blandino Sanche,12,X812,40.848748,-73.888987,36,113,36,32%,100,118,63,53%,No 6th Grade,No 6th Grade,No 6th Grade,No 6th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,33,18,55%,15,45%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,7,21%,25,76%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,52,23%,46,20%,No,8,17,0,0,17,1,Multi-Purpose Classroom,Y,Inside,Y,Yes,Yes,77,"$6,616,357",$0,$0,509,74,62,89,84,89,78,0,0,0,0,0,0,0,249,49%,260,51%,3,1%,112,22%,362,71%,24,5%,8,2%,114,22%,79,16%,449,88%,93%,133,352,1,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,None,718-367-9446,"2111 CROTONA AVENUE, BRONX NY 10457",1,1,Yes,Not Accessible,No
280,12X061,X061,P.S. 061 Francisco Oller,321000000000.0,DOE,General Academic,Elementary,Yes,Yes,"Pre-K, K, 1, 2, 3, 4, 5, SE",7/1/1922,1922,96,1013918,243930,203,17,15300,2029390045,BX75,Crotona Park East                                                          ,Marjorie Cutler Sanchez,12,X812,40.836156,-73.89278399999999,36,71,24,34%,50,105,44,42%,No 6th Grade,No 6th Grade,No 6th Grade,No 6th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,36,22,61%,14,39%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,7,19%,28,78%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,31,25%,28,21%,No,Redacted For Privacy Concerns,21,0,0,20,1,Gymnasium,Y,Inside,N,Yes,No,37,"$3,620,789",$0,$0,292,41,40,39,34,50,52,0,0,0,0,0,0,0,139,48%,153,52%,3,1%,58,20%,228,78%,3,1%,0,0%,45,15%,32,11%,284,97%,94%,105,232,1,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,None,718-542-7230,"1550 CROTONA PARK EAST, BRONX NY 10460",1,0,Yes,Not Accessible,No
281,12X066,X066,P.S. 066 School of Higher Expectations,321000000000.0,DOE,General Academic,Elementary,Yes,No,"K, 1, 2, 3, 4, 5, SE",7/1/1924,1924,94,1015648,242233,203,17,15700,2030080001,BX75,Crotona Park East                                                          ,Kevin Goodman,12,X812,40.831493,-73.88654,72,134,72,54%,100,140,78,56%,No 6th Grade,No 6th Grade,No 6th Grade,No 6th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,62,29,47%,33,53%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,19,31%,38,61%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,58,21%,63,23%,No,46,24,0,0,21,1,Gymnasium,Y,Inside,N,Yes,Yes,87,"$8,813,896",$0,$0,669,100,85,107,107,103,105,0,0,0,0,0,0,0,328,49%,341,51%,6,1%,179,27%,468,70%,6,1%,10,1%,139,21%,100,15%,592,88%,93%,205,500,1,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,None,718-319-2820,"1001 JENNINGS STREET, BRONX NY 10460",1,4,Yes,Not Accessible,No
282,12X067,X067,P.S. 067 Mohegan School,321000000000.0,DOE,General Academic,Elementary,Yes,Yes,"Pre-K, K, 1, 2, 3, 4, 5, SE",7/1/1925,1925,93,1016292,246711,206,17,36300,2031230003,BX17,East Tremont                                                               ,Jeffrey Santiago,12,X812,40.843781,-73.884192,54,94,38,40%,75,109,66,61%,No 6th Grade,No 6th Grade,No 6th Grade,No 6th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,44,22,50%,22,50%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,14,32%,30,68%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,97,39%,94,37%,No,31,19,0,0,21,2,Multi-Purpose Classroom,Y,Inside,Y,Yes,No,65,"$5,978,506",$0,$0,533,61,88,79,85,96,80,0,0,0,0,0,0,0,246,46%,287,54%,1,0%,133,25%,389,73%,7,1%,3,1%,111,21%,56,11%,480,90%,96%,138,401,1,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,None,718-823-4101,"2024 MOHEGAN AVENUE, BRONX NY 10460",0,1,Yes,Not Accessible,Yes
283,12X092,X092,P.S. 092 Bronx,321000000000.0,DOE,General Academic,Elementary,Yes,Yes,"Pre-K, K, 1, 2, 3, 4, 5, SE",7/1/1930,1930,88,1014794,247592,206,17,37100,2030920014,BX17,East Tremont                                                               ,Yasmin Lugo,12,X812,40.846205,-73.889602,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No 6th Grade,No 6th Grade,No 6th Grade,No 6th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,35,19,54%,16,46%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,10,29%,25,71%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,29,15%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,No,0,17,0,0,14,0,Multi-Purpose Classroom,Y,Inside,Y,Yes,Yes,No Data,No Data,No Data,No Data,421,52,67,60,59,68,80,0,0,0,0,0,0,0,211,50%,210,50%,7,2%,87,21%,313,74%,4,1%,10,2%,92,22%,95,23%,395,94%,96%,353,369,1,No Data,No Admissions Methods Data,No Data,No Data,No Data,718-731-7900,700 EAST 179 STREET,1,1,Yes,Not Accessible,No
284,12X134,X134,P.S. 134 George F. Bristow,321000000000.0,DOE,General Academic,Elementary,Yes,Yes,"Pre-K, K, 1, 2, 3, 4, 5, SE",7/1/1965,1965,53,1013517,242274,203,17,15300,2029650082,BX75,Crotona Park East                                                          ,Alison King,12,X812,40.831613,-73.89424100000001,54,94,48,51%,100,140,101,72%,No 6th Grade,No 6th Grade,No 6th Grade,No 6th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,51,23,45%,28,55%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,15,29%,22,43%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,12,24%,75,26%,47,16%,No,Redacted For Privacy Concerns,22,0,0,0,1,Gymnasium,N,Inside,N,Yes,Yes,72,"$7,053,624",$0,$0,651,91,99,104,107,101,98,0,0,0,0,0,0,0,294,45%,357,55%,6,1%,262,40%,352,54%,12,2%,19,3%,125,19%,93,14%,608,93%,93%,325,566,1,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,None,718-328-3351,"1330 BRISTOW STREET, BRONX NY 10459",1,1,Yes,Not Accessible,No
285,12X150,X150,P.S. 150 Charles James Fox,321000000000.0,DOE,General Academic,Elementary,Yes,Yes,"Pre-K, K, 1, 2, 3, 4, 5, SE",7/1/1960,1960,58,1013490,239759,202,17,12701,2027170005,BX27,Hunts Point                                                                ,Norma Sanchez,12,X812,40.824709999999996,-73.894349,36,136,36,26%,150,207,113,55%,No 6th Grade,No 6th Grade,No 6th Grade,No 6th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,35,14,40%,21,60%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,7,20%,25,71%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,107,25%,116,27%,No,71,21,0,0,17,1,Dance Room,N,Inside,N,Yes,Yes,86,"$9,375,122",$0,$0,857,111,130,134,143,138,166,0,0,0,0,0,0,0,406,47%,451,53%,5,1%,172,20%,657,77%,3,0%,20,2%,208,24%,197,23%,805,94%,94%,695,579,1,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,Yes,None,718-328-7729,"920 EAST 167 STREET, BRONX NY 10459",0,3,No,Not Accessible,Yes
286,12X195,X195,P.S. 195,321000000000.0,DOE,General Academic,Elementary,Yes,Yes,"Pre-K, K, 1, 2, 3, 4, 5, SE",7/1/1999,1999,19,1018204,241988,209,18,5400,2037750025,BX08,West Farms-Bronx River                                                     ,Unal Karakas,12,X812,40.830811,-73.877305,36,264,36,14%,125,265,107,40%,No 6th Grade,No 6th Grade,No 6th Grade,No 6th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,36,13,36%,23,64%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,31,86%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,82,18%,77,17%,No,50,23,0,0,23,1,Gymnasium,Y,Inside,N,No,No,98,"$9,477,563",$0,$0,964,120,160,162,150,156,180,0,0,0,0,0,0,0,463,48%,501,52%,18,2%,156,16%,764,79%,23,2%,3,0%,195,20%,308,32%,900,93%,96%,157,699,2,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,N,None,718-861-4461,"1250 WARD AVENUE, BRONX NY 10472",2,2,Yes,Not Accessible,Yes
287,12X196,X196,P.S. 196,321000000000.0,DOE,General Academic,Elementary,Yes,Yes,"Pre-K, K, 1, 2, 3, 4, 5, SE",7/1/1999,1999,19,1018204,241988,209,18,5400,2037750025,BX08,West Farms-Bronx River                                                     ,Lizzette Graciani,12,X812,40.830811,-73.877305,18,273,18,7%,125,284,125,44%,No 6th Grade,No 6th Grade,No 6th Grade,No 6th Grade,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,18,8,44%,10,56%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,14,78%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,115,25%,100,22%,No,104,23,0,0,24,2,Gymnasium,Y,Inside,N,No,No,101,"$8,845,704",$0,$0,934,120,139,166,170,157,164,0,0,0,0,0,0,0,455,49%,479,51%,13,1%,142,15%,747,80%,24,3%,8,1%,171,18%,304,33%,839,90%,94%,163,725,2,Zoned,"kids who live in the zone, particularly those with siblings, have the highest priority to attend",No,N,None,718-328-7187,"1250 WARD AVENUE, BRONX NY 10472",1,1,Yes,Not Accessible,Yes
288,12X211,X211,P.S. 211,321000000000.0,DOE,General Academic,K-8,Yes,Yes,"Pre-K, K, 1, 2, 3, 4, 5, 6, 7, 8, SE",12/6/1990,1990,28,1014645,246681,206,17,36901,2029510032,BX17,East Tremont                                                               ,Tanya Drummond,12,X812,40.843705,-73.89014499999999,36,95,36,38%,75,114,68,60%,76,242,84,0.347107438,No 9th Grade,No 9th Grade,No 9th Grade,No 9th Grade,29,14,48%,15,52%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,24,83%,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,Suppressed For Privacy Concerns,78,21%,87,23%,No,92,19,0,0,0,1,Gymnasium,Y,Inside,N,No,No,73,"$7,191,048",$0,$0,598,56,63,54,57,59,57,61,77,85,0,0,0,0,314,53%,284,47%,1,0%,83,14%,509,85%,2,0%,3,1%,117,20%,121,20%,551,92%,95%,175,389,1,Non-Zoned,No preference for kids who live in the zone,No,No Data,None,718-901-0436,"1919 PROSPECT AVENUE, BRONX NY 10457",1,0,Yes,Partially Accessible,No
